Boys 18U USA,1,Toreros VA 18,b18tvbal1fl
Boys 18U USA,2,UPONTOP BOYS 16 PREMIER,b16uotvb1fl
Boys 18U USA,3,JJVA Boys 16 Club,b16jaxjr10fl
Boys 18U USA,5,C229 16 1,b16lctvc1so
Boys 18U USA,6,C229 18 1,b18lctvc1so
Boys 18U USA,7,JJVA Boys 17 Club,b17jaxjr10fl
Boys 18U USA,4,STC 18 1B,b18trico1fl
Boys 14U USA,1,UPONTOP BOYS 14 PREMIER,b14uotvb14fl
Boys 14U USA,3,TAINOS 14U E,b14taina1fl
Boys 14U USA,4,JJVA Boys 14 AAU,b14jaxjr10fl
Boys 14U USA,5,JJVA Boys 12 AAU,b12jaxjr10fl
Boys 14U USA,2,JJVA Boys 13 AAU,b13jaxjr10fl
18 USA,1,JJVA Club 18A Saeid,g18jaxjr20fl
18 USA,2,Soar 18u Gold,g18soarv1fl
18 USA,3,JJVA Club 18B Savannah,g18jaxjr21fl
18 USA,4,Soar 18u Black,g18soarv2fl
17 USA,1,JJVA Club 16A Nicolette,g16jaxjr20fl
17 USA,2,FCE 17 T1,g17106141xx
17 USA,3,People's Park Legacy 17,g17ppark1fl
17 USA,4,FSA Velocity,g17110741xx
16 USA,1,C229 16 1,g16lctvc1so
16 USA,7,AVC 16 Woods,g16101891xx
16 USA,4,Jax Pursuit 16,g16jpvbc1fl
16 USA,8,JJVA Club 16B Ashlee,g16jaxjr21fl
16 USA,2,WC 16 1,g16winer1fl
16 USA,9,DME American 16-5,g16fevbc5fl
16 USA,5,Black Creek VBC 16 2,g16bcvbc2fl
16 USA,10,Black Creek VBC 16 3,g16bcvbc3fl
16 USA,3,DME American 16-4,g16fevbc4fl
16 USA,6,DME American 16-3,g16fevbc3fl
16 MOD,1,JJVA Club 16C Cassidy,g16jaxjr22fl
16 MOD,2,NCH 16 1,g16104231xx
16 MOD,3,JJVA Club 16E Mary,g16jaxjr24fl
16 MOD,4,FCE 16 T1,g16106141xx
16 MOD,5,JJVA Club 16D Marsha,g16jaxjr23fl
15 USA,1,People's Park Legacy 15,g15ppark1fl
15 USA,5,WC 15 1,g15winer1fl
15 USA,2,JJVA Club 15A Ashley,g15jaxjr20fl
15 USA,6,AVC 15 Kaedi,g15101891xx
15 USA,3,C229 15 1,g15lctvc1so
15 USA,7,JJVA Club 15B Nick,g15jaxjr21fl
15 USA,4,DME American 15-3,g15fevbc3fl
15 USA,8,FSA Elite!,g15110743xx
15 MOD,1,FCE 15 T1,g15106141xx
15 MOD,5,POV 15U Valle,g15dbpov1fl
15 MOD,2,JJVA Club 15D Laine,g15jaxjr23fl
15 MOD,6,JJVA Club 15G Alexus,g15jaxjr26fl
15 MOD,3,JJVA Club 15C Mia,g15jaxjr22fl
15 MOD,7,JJVA Club 15H Lilly,g15jaxjr27fl
15 MOD,4,JJVA Club 15E Olivia,g15jaxjr24fl
15 MOD,8,JJVA Club 15F Getty,g15jaxjr25fl
14 USA,1,BVA 14 Gomez,g14bvavb1fl
14 USA,5,C229 14 1,g14lctvc1so
14 USA,9,JJVA Club 14B Janae,g14jaxjr21fl
14 USA,2,South Georgia Heat 14 1,g14sghvc1so
14 USA,6,TVA Purple 14 Karisa,g14talla5fl
14 USA,10,AVC 14 Pink Mylee,g14101891xx
14 USA,3,JJVA Club 14A Kari,g14jaxjr20fl
14 USA,7,Black Creek VBC 14 2,g14bcvbc2fl
14 USA,11,PEPVB 14 Silver,g14pepvb1so
14 USA,4,TVA Purple 14 Ellie,g14talla4fl
14 USA,8,People's Park Legacy 14,g14ppark1fl
14 USA,12,StarlingsCG 14-1,g14103891xx
14 MOD,1,BVA 14 Morgan,g14bvavb2fl
14 MOD,5,JJVA Club 14C Corey,g14jaxjr22fl
14 MOD,9,JJVA Club 14E Cassidy,g14jaxjr24fl
14 MOD,13,FCE 14 T2,g14106142xx
14 MOD,2,FCE 14 T1,g14106141xx
14 MOD,6,NEVC 14 1,g14nasau1fl
14 MOD,10,SAV 14 1,g14augus1fl
14 MOD,14,JJVA Club 14H Ashlee,g14jaxjr27fl
14 MOD,3,DME American 14-3,g14fevbc3fl
14 MOD,7,JJVA Club 14D Nicolette,g14jaxjr23fl
14 MOD,11,AVC 14 Black Vanessa,g14101892xx
14 MOD,15,Soar 14u,g14soarv1fl
14 MOD,4,Jax Pursuit 14,g14jpvbc1fl
14 MOD,8,WC 14 1,g14winer1fl
14 MOD,12,JJVA Club 14F Nick,g14jaxjr25fl
14 MOD,16,JJVA Club 14G Marketta,g14jaxjr26fl
13 USA,1,JJVA Club 13A Getty,g13jaxjr20fl
13 USA,5,JJVA Club 13C Jenn,g13jaxjr22fl
13 USA,2,TVA Purple 13 Kaleah,g13talla4fl
13 USA,6,JJVA Club 13B Hannah,g13jaxjr21fl
13 USA,3,FSA Aces,g13110744xx
13 USA,7,PEPVB 13 Silver,g13pepvb2so
13 USA,4,Low Country 13 Devanee,g13lowco2pm
13 USA,8,TVA Purple 13 Ayanna,g13talla5fl
13 MOD,1,JJVA Club 13D Natalia,g13jaxjr23fl
13 MOD,5,SAV 13 1,g13augus1fl
13 MOD,9,JJVA Club 13F Mary,g13jaxjr25fl
13 MOD,2,DME American 13-2,g13fevbc2fl
13 MOD,6,JJVA Club 13E Bejda,g13jaxjr24fl
13 MOD,10,AVC 13 Kenzie,g13101891xx
13 MOD,3,Jax Pursuit 13,g13jpvbc1fl
13 MOD,7,DME American 13-3,g13fevbc3fl
13 MOD,11,JJVA Club 13H Ja'nice,g13jaxjr27fl
13 MOD,4,PVC 13 2,g13power3fl
13 MOD,8,NEVC 13 1,g13nasau1fl
13 MOD,12,JJVA Club 13G Kari,g13jaxjr26fl
12 USA,1,JJVA Club 12A Marketta,g12jaxjr20fl
12 USA,2,FCE 12 T1,g12106141xx
12 USA,3,NF PIRATES 12 Gold,g12nfpir1fl
12 USA,4,JJVA Club 12B Lily,g12jaxjr21fl
12 MOD,1,C229 12 1,g12lctvc1so
12 MOD,5,Black Creek VBC 12 2,g12bcvbc2fl
12 MOD,9,Soar 12u,g12soarv1fl
12 MOD,2,BVA 12 Griffin,g12bvavb1fl
12 MOD,6,NCH 12 1,g12104231xx
12 MOD,10,JJVA Club 11A Olivia,g11jaxjr20fl
12 MOD,3,Empowher 12 13 Emilia,g12empow3fl
12 MOD,7,JJVA Club 12C Alexus,g12jaxjr22fl
12 MOD,11,JJVA Club 12D Lacie,g12jaxjr23fl
12 MOD,4,TVA Purple 12 Hannah,g12talla4fl
12 MOD,8,SAV 12 1,g12augus1fl
12 MOD,12,FCE 12 T2,g12106142xx
10/11 MOD,1,TVA Purple 11 Karisa,g11talla4fl
10/11 MOD,7,TVA Purple 10 Ava,g10talla4fl
10/11 MOD,2,Saints-3 10 99,g101145899xx
10/11 MOD,8,BVA 10 Nestor,g10bvavb1fl
10/11 MOD,3,PEPVB 11 Silver,g11pepvb1so
10/11 MOD,9,POV 10U Valle,g10dbpov1fl
10/11 MOD,4,JJVA Club 11B Kalia,g11jaxjr21fl
10/11 MOD,10,JJVA Club 11C Cassidy,g11jaxjr22fl
10/11 MOD,5,Black Creek VBC 11 1,g11bcvbc1fl
10/11 MOD,6,SAV 11 1,g11augus1fl
